,model,clip,predicted,dylan_label,ellie_label,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
494,rand,4_2b_task1 12566-13016,PLAY,n,n,,,,,,,,,,,,,,
495,spatial_unsup,4_2b_task1 13016-13466,THROW,n,n,THROW=0.0080,WALK=0.0079,PLAY=0.0073,PUT=0.0070,GET=0.0066,WASH=0.0061,EAT=0.0057,GO=0.0054,TAKE=0.0045,PICK=0.0039,DROP=0.0037,OPEN=0.0036,HOLD=0.0023,GIVE=0.0021
496,cnn_unsup,4_2b_task1 13016-13466,WALK,n,n,WALK=0.9905,GET=0.9887,WASH=0.9856,PUT=0.9843,THROW=0.9831,PLAY=0.9825,GO=0.9823,PICK=0.9822,TAKE=0.9821,EAT=0.9817,DROP=0.9730,HOLD=0.9691,GIVE=0.9687,OPEN=0.9523
497,spatial_sup,4_2b_task1 13016-13466,EAT,n,n,EAT=0.5868,WALK=0.4778,PUT=0.3911,DROP=0.1736,HOLD=0.0758,WASH=0.0476,GET=-0.0153,GO=-0.0576,PLAY=-0.1186,OPEN=-0.2275,GIVE=-0.3271,PICK=-0.3980,THROW=-0.4110,TAKE=-0.4171
498,cnn_sup,4_2b_task1 13016-13466,TAKE,n,n,EAT=0.5868,WALK=0.4778,PUT=0.3911,DROP=0.1736,HOLD=0.0758,WASH=0.0476,GET=-0.0153,GO=-0.0576,PLAY=-0.1186,OPEN=-0.2275,GIVE=-0.3271,PICK=-0.3980,THROW=-0.4110,TAKE=-0.4171
499,rand,4_2b_task1 13016-13466,HOLD,n,n,,,,,,,,,,,,,,
500,spatial_unsup,4_2b_task2 13598-14048,WALK,y,y,WALK=0.0084,THROW=0.0079,PLAY=0.0076,PUT=0.0072,GET=0.0070,WASH=0.0066,EAT=0.0058,GO=0.0058,TAKE=0.0047,PICK=0.0042,DROP=0.0041,OPEN=0.0038,HOLD=0.0027,GIVE=0.0015
501,cnn_unsup,4_2b_task2 13598-14048,GET,n,n,GET=0.9953,WALK=0.9939,WASH=0.9938,GO=0.9927,PUT=0.9920,PLAY=0.9917,TAKE=0.9916,EAT=0.9913,PICK=0.9913,THROW=0.9895,DROP=0.9855,HOLD=0.9821,GIVE=0.9804,OPEN=0.9732
502,spatial_sup,4_2b_task2 13598-14048,PUT,n,n,PUT=0.4790,WALK=0.2324,PLAY=0.2317,GET=0.2191,EAT=0.1645,THROW=0.1531,GO=0.1327,OPEN=-0.1113,DROP=-0.1425,GIVE=-0.2409,PICK=-0.3984,HOLD=-0.4941,WASH=-0.6190,TAKE=-0.6221
503,cnn_sup,4_2b_task2 13598-14048,GET,n,n,PUT=0.4790,WALK=0.2324,PLAY=0.2317,GET=0.2191,EAT=0.1645,THROW=0.1531,GO=0.1327,OPEN=-0.1113,DROP=-0.1425,GIVE=-0.2409,PICK=-0.3984,HOLD=-0.4941,WASH=-0.6190,TAKE=-0.6221
504,rand,4_2b_task2 13598-14048,PICK,n,n,,,,,,,,,,,,,,
505,spatial_unsup,4_2b_task2 14048-14498,WALK,n,n,WALK=0.0090,GET=0.0076,WASH=0.0071,PLAY=0.0067,PUT=0.0066,THROW=0.0064,GO=0.0057,EAT=0.0055,TAKE=0.0049,PICK=0.0043,DROP=0.0040,OPEN=0.0038,HOLD=0.0031,GIVE=-0.0005
506,cnn_unsup,4_2b_task2 14048-14498,GO,n,n,GO=0.9934,TAKE=0.9923,EAT=0.9919,PUT=0.9917,GET=0.9912,PICK=0.9912,PLAY=0.9909,WASH=0.9900,THROW=0.9892,HOLD=0.9892,DROP=0.9890,WALK=0.9867,GIVE=0.9858,OPEN=0.9816
507,spatial_sup,4_2b_task2 14048-14498,WALK,n,n,WALK=0.5086,PUT=0.4986,DROP=0.2349,PICK=0.0704,EAT=0.0529,GET=-0.0127,HOLD=-0.0795,PLAY=-0.0975,THROW=-0.1011,GO=-0.1964,GIVE=-0.2480,OPEN=-0.2893,TAKE=-0.4185,WASH=-0.6248
508,cnn_sup,4_2b_task2 14048-14498,TAKE,n,n,WALK=0.5086,PUT=0.4986,DROP=0.2349,PICK=0.0704,EAT=0.0529,GET=-0.0127,HOLD=-0.0795,PLAY=-0.0975,THROW=-0.1011,GO=-0.1964,GIVE=-0.2480,OPEN=-0.2893,TAKE=-0.4185,WASH=-0.6248
509,rand,4_2b_task2 14048-14498,EAT,n,/,,,,,,,,,,,,,,
510,spatial_unsup,4_2b_task2 14498-14948,GIVE,n,n,GIVE=0.9545,PUT=0.9352,TAKE=0.9270,WASH=0.9210,EAT=0.9147,PICK=0.9135,GET=0.9128,HOLD=0.9048,THROW=0.9010,GO=0.8960,OPEN=0.8847,WALK=0.8832,PLAY=0.8716,DROP=0.8704
511,cnn_unsup,4_2b_task2 14498-14948,PLAY,n,n,PLAY=0.9933,GO=0.9925,TAKE=0.9919,EAT=0.9917,PUT=0.9915,GET=0.9912,PICK=0.9908,THROW=0.9895,DROP=0.9895,HOLD=0.9892,WALK=0.9880,WASH=0.9880,GIVE=0.9851,OPEN=0.9847
512,spatial_sup,4_2b_task2 14498-14948,OPEN,n,n,OPEN=0.7387,PICK=0.4246,WASH=0.3889,HOLD=0.3889,DROP=0.2816,GET=0.2808,GIVE=0.2525,GO=0.1873,EAT=0.0053,TAKE=-0.1470,PLAY=-0.2413,PUT=-0.4072,WALK=-0.4361,THROW=-0.5407
513,cnn_sup,4_2b_task2 14498-14948,WASH,n,n,OPEN=0.7387,PICK=0.4246,WASH=0.3889,HOLD=0.3889,DROP=0.2816,GET=0.2808,GIVE=0.2525,GO=0.1873,EAT=0.0053,TAKE=-0.1470,PLAY=-0.2413,PUT=-0.4072,WALK=-0.4361,THROW=-0.5407
514,rand,4_2b_task2 14498-14948,PUT,y,y,,,,,,,,,,,,,,
515,spatial_unsup,4_2b_task2 14948-15398,DROP,n,n,DROP=0.8839,PUT=0.8714,WASH=0.8569,HOLD=0.8525,GO=0.8458,PICK=0.8455,WALK=0.8393,GIVE=0.8386,PLAY=0.8373,EAT=0.8129,TAKE=0.7947,THROW=0.7920,GET=0.7753,OPEN=0.6918
516,cnn_unsup,4_2b_task2 14948-15398,PLAY,n,n,PLAY=0.9957,GET=0.9953,PUT=0.9952,THROW=0.9950,GO=0.9944,TAKE=0.9942,EAT=0.9939,PICK=0.9934,WALK=0.9932,WASH=0.9919,DROP=0.9888,HOLD=0.9874,GIVE=0.9861,OPEN=0.9793
517,spatial_sup,4_2b_task2 14948-15398,GIVE,n,n,GIVE=0.5863,PUT=0.5227,GO=0.3231,DROP=0.2381,PLAY=0.1672,OPEN=-0.0023,PICK=-0.1302,HOLD=-0.2176,WALK=-0.2752,EAT=-0.2801,WASH=-0.2857,GET=-0.3242,THROW=-0.3536,TAKE=-0.4639
518,cnn_sup,4_2b_task2 14948-15398,GET,n,y,GIVE=0.5863,PUT=0.5227,GO=0.3231,DROP=0.2381,PLAY=0.1672,OPEN=-0.0023,PICK=-0.1302,HOLD=-0.2176,WALK=-0.2752,EAT=-0.2801,WASH=-0.2857,GET=-0.3242,THROW=-0.3536,TAKE=-0.4639
519,rand,4_2b_task2 14948-15398,GO,n,y,,,,,,,,,,,,,,
520,spatial_unsup,4_2b_task2 15398-15848,WALK,y,y,WALK=0.9801,THROW=0.9693,HOLD=0.9687,GO=0.9679,DROP=0.9632,PICK=0.9621,EAT=0.9620,PLAY=0.9612,WASH=0.9549,TAKE=0.9539,GET=0.9524,OPEN=0.9439,PUT=0.9395,GIVE=0.8671
521,cnn_unsup,4_2b_task2 15398-15848,GET,y,y,GET=0.9903,WALK=0.9893,GO=0.9880,WASH=0.9872,PUT=0.9867,TAKE=0.9863,PICK=0.9860,PLAY=0.9855,EAT=0.9853,THROW=0.9838,DROP=0.9806,HOLD=0.9795,GIVE=0.9783,OPEN=0.9645
522,spatial_sup,4_2b_task2 15398-15848,THROW,n,n,THROW=0.6297,GET=0.4455,GO=0.1292,PICK=0.0602,OPEN=0.0489,WALK=-0.0398,PUT=-0.0866,TAKE=-0.1360,PLAY=-0.1797,WASH=-0.2077,GIVE=-0.2217,HOLD=-0.2330,EAT=-0.2641,DROP=-0.4375
523,cnn_sup,4_2b_task2 15398-15848,GO,n,y,THROW=0.6297,GET=0.4455,GO=0.1292,PICK=0.0602,OPEN=0.0489,WALK=-0.0398,PUT=-0.0866,TAKE=-0.1360,PLAY=-0.1797,WASH=-0.2077,GIVE=-0.2217,HOLD=-0.2330,EAT=-0.2641,DROP=-0.4375
524,rand,4_2b_task2 15398-15848,PUT,n,n,,,,,,,,,,,,,,
525,spatial_unsup,4_2b_task2 15848-16298,GIVE,n,n,GIVE=0.8349,TAKE=0.8173,THROW=0.8012,OPEN=0.7963,WASH=0.7953,HOLD=0.7914,GET=0.7867,WALK=0.7844,EAT=0.7827,PICK=0.7654,PUT=0.7632,GO=0.7401,DROP=0.6995,PLAY=0.6884
526,cnn_unsup,4_2b_task2 15848-16298,PLAY,n,n,PLAY=0.9947,GET=0.9945,WALK=0.9943,GO=0.9937,TAKE=0.9935,PUT=0.9933,EAT=0.9926,PICK=0.9926,THROW=0.9922,WASH=0.9902,DROP=0.9879,HOLD=0.9847,GIVE=0.9820,OPEN=0.9771
527,spatial_sup,4_2b_task2 15848-16298,WALK,y,y,WALK=0.6463,GET=0.5141,WASH=0.3210,PLAY=0.1678,PUT=0.0896,DROP=0.0707,THROW=0.0340,PICK=-0.0411,EAT=-0.1531,TAKE=-0.2394,HOLD=-0.3530,OPEN=-0.4029,GO=-0.4680,GIVE=-0.4983
528,cnn_sup,4_2b_task2 15848-16298,DROP,n,n,WALK=0.6463,GET=0.5141,WASH=0.3210,PLAY=0.1678,PUT=0.0896,DROP=0.0707,THROW=0.0340,PICK=-0.0411,EAT=-0.1531,TAKE=-0.2394,HOLD=-0.3530,OPEN=-0.4029,GO=-0.4680,GIVE=-0.4983
529,rand,4_2b_task2 15848-16298,THROW,n,n,,,,,,,,,,,,,,
530,spatial_unsup,4_2b_task2 16298-16748,WALK,y,y,WALK=0.9736,THROW=0.9654,GO=0.9631,HOLD=0.9599,PLAY=0.9592,EAT=0.9573,PICK=0.9561,DROP=0.9560,GET=0.9513,TAKE=0.9488,OPEN=0.9454,WASH=0.9444,PUT=0.9312,GIVE=0.8479
531,cnn_unsup,4_2b_task2 16298-16748,GET,y,y,GET=0.9924,WALK=0.9919,WASH=0.9898,GO=0.9895,PUT=0.9885,TAKE=0.9880,PLAY=0.9875,EAT=0.9874,PICK=0.9874,THROW=0.9855,DROP=0.9813,HOLD=0.9799,GIVE=0.9775,OPEN=0.9647
532,spatial_sup,4_2b_task2 16298-16748,THROW,n,n,THROW=0.6962,GET=0.3238,GO=0.1666,PICK=0.0153,WALK=-0.0249,OPEN=-0.0340,PUT=-0.0504,TAKE=-0.1025,GIVE=-0.1869,HOLD=-0.1883,WASH=-0.2094,PLAY=-0.2505,EAT=-0.3133,DROP=-0.3441
533,cnn_sup,4_2b_task2 16298-16748,GET,y,y,THROW=0.6962,GET=0.3238,GO=0.1666,PICK=0.0153,WALK=-0.0249,OPEN=-0.0340,PUT=-0.0504,TAKE=-0.1025,GIVE=-0.1869,HOLD=-0.1883,WASH=-0.2094,PLAY=-0.2505,EAT=-0.3133,DROP=-0.3441
534,rand,4_2b_task2 16298-16748,HOLD,y,y,,,,,,,,,,,,,,
535,spatial_unsup,4_2b_task2 16748-17198,GIVE,n,n,GIVE=0.6435,OPEN=0.6087,TAKE=0.5945,GET=0.5769,THROW=0.5629,EAT=0.5346,WASH=0.5310,PUT=0.5160,HOLD=0.5081,PICK=0.5051,WALK=0.4814,GO=0.4698,PLAY=0.4054,DROP=0.3903
536,cnn_unsup,4_2b_task2 16748-17198,GO,n,n,GO=0.9942,TAKE=0.9940,EAT=0.9929,PICK=0.9926,PLAY=0.9924,PUT=0.9919,DROP=0.9914,HOLD=0.9912,THROW=0.9901,GET=0.9898,WALK=0.9878,WASH=0.9871,GIVE=0.9865,OPEN=0.9862
537,spatial_sup,4_2b_task2 16748-17198,GET,y,y,GET=0.6348,WALK=0.3802,WASH=0.1991,OPEN=0.1984,DROP=0.1373,EAT=0.1286,PICK=0.0787,HOLD=0.0141,PLAY=-0.0776,GO=-0.0865,THROW=-0.0958,PUT=-0.2758,TAKE=-0.3056,GIVE=-0.5935
538,cnn_sup,4_2b_task2 16748-17198,DROP,n,n,GET=0.6348,WALK=0.3802,WASH=0.1991,OPEN=0.1984,DROP=0.1373,EAT=0.1286,PICK=0.0787,HOLD=0.0141,PLAY=-0.0776,GO=-0.0865,THROW=-0.0958,PUT=-0.2758,TAKE=-0.3056,GIVE=-0.5935
539,rand,4_2b_task2 16748-17198,PLAY,n,n,,,,,,,,,,,,,,
540,spatial_unsup,4_2b_task2 17198-17648,OPEN,n,n,OPEN=0.8741,WALK=0.8652,GET=0.8545,EAT=0.8506,PLAY=0.8499,THROW=0.8461,TAKE=0.8421,GO=0.8316,PICK=0.8296,HOLD=0.8265,DROP=0.8056,WASH=0.7949,PUT=0.7931,GIVE=0.6554
541,cnn_unsup,4_2b_task2 17198-17648,GO,n,n,GO=0.9941,TAKE=0.9940,HOLD=0.9938,EAT=0.9938,DROP=0.9928,PLAY=0.9925,PICK=0.9925,PUT=0.9921,OPEN=0.9913,THROW=0.9903,GIVE=0.9886,GET=0.9885,WASH=0.9871,WALK=0.9854
542,spatial_sup,4_2b_task2 17198-17648,WASH,n,n,WASH=0.5742,HOLD=0.4525,GO=0.3721,OPEN=0.2784,EAT=0.2694,WALK=0.2318,PICK=0.1994,GET=0.1006,DROP=-0.1211,TAKE=-0.3148,PUT=-0.3331,PLAY=-0.3459,GIVE=-0.3529,THROW=-0.6302
543,cnn_sup,4_2b_task2 17198-17648,DROP,n,n,WASH=0.5742,HOLD=0.4525,GO=0.3721,OPEN=0.2784,EAT=0.2694,WALK=0.2318,PICK=0.1994,GET=0.1006,DROP=-0.1211,TAKE=-0.3148,PUT=-0.3331,PLAY=-0.3459,GIVE=-0.3529,THROW=-0.6302
544,rand,4_2b_task2 17198-17648,WASH,n,n,,,,,,,,,,,,,,
545,spatial_unsup,4_2b_task2 17648-18098,OPEN,n,n,OPEN=0.9536,THROW=0.9362,GET=0.9346,TAKE=0.9327,EAT=0.9055,WALK=0.8919,HOLD=0.8896,PICK=0.8878,WASH=0.8848,GO=0.8784,PUT=0.8673,GIVE=0.8530,PLAY=0.8439,DROP=0.8276
546,cnn_unsup,4_2b_task2 17648-18098,PLAY,n,n,PLAY=0.9910,HOLD=0.9907,GO=0.9904,TAKE=0.9903,OPEN=0.9900,EAT=0.9900,DROP=0.9894,PICK=0.9889,PUT=0.9887,THROW=0.9874,GET=0.9858,GIVE=0.9858,WASH=0.9829,WALK=0.9826
547,spatial_sup,4_2b_task2 17648-18098,OPEN,n,n,OPEN=0.6826,PICK=0.4785,GET=0.4142,PLAY=0.3422,WASH=0.2803,GO=0.1366,HOLD=0.0673,TAKE=0.0356,DROP=-0.0178,EAT=-0.0777,WALK=-0.1015,GIVE=-0.2726,THROW=-0.2977,PUT=-0.8178
548,cnn_sup,4_2b_task2 17648-18098,DROP,n,n,OPEN=0.6826,PICK=0.4785,GET=0.4142,PLAY=0.3422,WASH=0.2803,GO=0.1366,HOLD=0.0673,TAKE=0.0356,DROP=-0.0178,EAT=-0.0777,WALK=-0.1015,GIVE=-0.2726,THROW=-0.2977,PUT=-0.8178
549,rand,4_2b_task2 17648-18098,OPEN,n,n,,,,,,,,,,,,,,
550,spatial_unsup,4_2b_task2 18098-18548,PUT,y,y,PUT=0.9941,DROP=0.9902,PICK=0.9889,GO=0.9884,WASH=0.9843,PLAY=0.9841,HOLD=0.9835,EAT=0.9797,WALK=0.9778,TAKE=0.9687,THROW=0.9650,GET=0.9627,GIVE=0.9414,OPEN=0.9251
551,cnn_unsup,4_2b_task2 18098-18548,PLAY,n,n,PLAY=0.9944,GO=0.9935,TAKE=0.9932,PICK=0.9929,PUT=0.9924,EAT=0.9922,DROP=0.9922,GET=0.9917,THROW=0.9911,HOLD=0.9897,WALK=0.9888,OPEN=0.9887,GIVE=0.9879,WASH=0.9876
552,spatial_sup,4_2b_task2 18098-18548,GO,n,n,GO=0.6910,GIVE=0.6240,OPEN=0.5544,DROP=0.2250,HOLD=0.1809,PUT=0.0322,PICK=-0.0234,EAT=-0.0411,PLAY=-0.0901,WASH=-0.2441,THROW=-0.2609,TAKE=-0.2668,GET=-0.3799,WALK=-0.6880
553,cnn_sup,4_2b_task2 18098-18548,THROW,n,n,GO=0.6910,GIVE=0.6240,OPEN=0.5544,DROP=0.2250,HOLD=0.1809,PUT=0.0322,PICK=-0.0234,EAT=-0.0411,PLAY=-0.0901,WASH=-0.2441,THROW=-0.2609,TAKE=-0.2668,GET=-0.3799,WALK=-0.6880
554,rand,4_2b_task2 18098-18548,WALK,n,n,,,,,,,,,,,,,,
555,spatial_unsup,4_2b_task3 18817-19267,DROP,n,n,DROP=0.9647,PLAY=0.9522,GO=0.9430,WALK=0.9390,PICK=0.9288,HOLD=0.9282,PUT=0.9165,WASH=0.9137,EAT=0.9120,THROW=0.9061,GET=0.8906,TAKE=0.8868,OPEN=0.8502,GIVE=0.8063
556,cnn_unsup,4_2b_task3 18817-19267,GO,/,/,GO=0.9950,PLAY=0.9949,TAKE=0.9944,EAT=0.9941,PUT=0.9939,PICK=0.9931,GET=0.9928,THROW=0.9926,HOLD=0.9914,DROP=0.9912,WASH=0.9902,WALK=0.9895,GIVE=0.9879,OPEN=0.9859
557,spatial_sup,4_2b_task3 18817-19267,WALK,/,/,WALK=0.4895,DROP=0.4473,PICK=0.2149,PLAY=0.1455,THROW=0.1160,PUT=0.0699,GO=-0.0384,GET=-0.0612,TAKE=-0.0708,HOLD=-0.1666,GIVE=-0.2234,WASH=-0.2984,OPEN=-0.4094,EAT=-0.7510
558,cnn_sup,4_2b_task3 18817-19267,GET,y,y,WALK=0.4895,DROP=0.4473,PICK=0.2149,PLAY=0.1455,THROW=0.1160,PUT=0.0699,GO=-0.0384,GET=-0.0612,TAKE=-0.0708,HOLD=-0.1666,GIVE=-0.2234,WASH=-0.2984,OPEN=-0.4094,EAT=-0.7510
559,rand,4_2b_task3 18817-19267,THROW,n,n,,,,,,,,,,,,,,
560,spatial_unsup,4_2b_task3 19267-19717,PUT,n,n,PUT=0.9078,PLAY=0.8936,DROP=0.8818,PICK=0.8813,GO=0.8784,GIVE=0.8746,EAT=0.8730,WASH=0.8723,HOLD=0.8530,TAKE=0.8493,GET=0.8441,WALK=0.8296,THROW=0.8232,OPEN=0.8054
561,cnn_unsup,4_2b_task3 19267-19717,GO,n,y,GO=0.9973,TAKE=0.9968,PUT=0.9966,EAT=0.9965,PICK=0.9965,GET=0.9956,PLAY=0.9950,WASH=0.9948,THROW=0.9947,DROP=0.9942,WALK=0.9921,HOLD=0.9909,GIVE=0.9893,OPEN=0.9854
562,spatial_sup,4_2b_task3 19267-19717,TAKE,y,y,TAKE=0.5233,HOLD=0.4229,PICK=0.2148,GIVE=0.1563,THROW=0.0897,WALK=0.0439,PUT=0.0427,WASH=0.0303,DROP=-0.0091,GO=-0.0261,EAT=-0.2982,OPEN=-0.3989,PLAY=-0.4195,GET=-0.4896
563,cnn_sup,4_2b_task3 19267-19717,PUT,n,n,TAKE=0.5233,HOLD=0.4229,PICK=0.2148,GIVE=0.1563,THROW=0.0897,WALK=0.0439,PUT=0.0427,WASH=0.0303,DROP=-0.0091,GO=-0.0261,EAT=-0.2982,OPEN=-0.3989,PLAY=-0.4195,GET=-0.4896
564,rand,4_2b_task3 19267-19717,TAKE,y,y,,,,,,,,,,,,,,
565,spatial_unsup,4_2b_task3 19717-20167,GIVE,n,n,GIVE=0.7949,PUT=0.7226,TAKE=0.6983,WASH=0.6925,GET=0.6785,PICK=0.6764,EAT=0.6755,HOLD=0.6617,THROW=0.6530,GO=0.6482,OPEN=0.6386,WALK=0.6243,DROP=0.6181,PLAY=0.6166
566,cnn_unsup,4_2b_task3 19717-20167,GET,n,n,GET=0.9950,WASH=0.9940,WALK=0.9930,GO=0.9922,PUT=0.9918,PICK=0.9911,TAKE=0.9911,EAT=0.9904,PLAY=0.9890,THROW=0.9887,DROP=0.9851,HOLD=0.9831,GIVE=0.9815,OPEN=0.9691
567,spatial_sup,4_2b_task3 19717-20167,PUT,y,y,PUT=0.7593,THROW=0.6639,GIVE=0.3136,PLAY=-0.0067,WALK=-0.0582,GET=-0.0707,EAT=-0.1007,DROP=-0.1008,TAKE=-0.1266,GO=-0.3111,PICK=-0.3782,OPEN=-0.5045,HOLD=-0.5075,WASH=-0.5435
568,cnn_sup,4_2b_task3 19717-20167,GIVE,n,n,PUT=0.7593,THROW=0.6639,GIVE=0.3136,PLAY=-0.0067,WALK=-0.0582,GET=-0.0707,EAT=-0.1007,DROP=-0.1008,TAKE=-0.1266,GO=-0.3111,PICK=-0.3782,OPEN=-0.5045,HOLD=-0.5075,WASH=-0.5435
569,rand,4_2b_task3 19717-20167,WALK,y,y,,,,,,,,,,,,,,
570,spatial_unsup,4_2b_task3 20167-20617,PUT,n,n,PUT=0.9380,DROP=0.9250,PLAY=0.9143,PICK=0.9128,WASH=0.9116,GO=0.9108,GIVE=0.9045,HOLD=0.8983,EAT=0.8956,WALK=0.8787,TAKE=0.8759,GET=0.8657,THROW=0.8597,OPEN=0.8100
571,cnn_unsup,4_2b_task3 20167-20617,GET,y,y,GET=0.9948,WALK=0.9942,GO=0.9930,PUT=0.9926,TAKE=0.9925,PLAY=0.9923,PICK=0.9918,EAT=0.9916,WASH=0.9916,THROW=0.9907,DROP=0.9861,HOLD=0.9832,GIVE=0.9801,OPEN=0.9720
572,spatial_sup,4_2b_task3 20167-20617,THROW,n,n,THROW=0.3197,GIVE=0.2459,TAKE=0.2435,HOLD=0.2427,PUT=0.1932,PICK=0.1668,GO=0.1069,DROP=0.0599,WALK=-0.0378,WASH=-0.2891,OPEN=-0.3251,EAT=-0.3618,PLAY=-0.4165,GET=-0.5134
573,cnn_sup,4_2b_task3 20167-20617,TAKE,y,y,THROW=0.3197,GIVE=0.2459,TAKE=0.2435,HOLD=0.2427,PUT=0.1932,PICK=0.1668,GO=0.1069,DROP=0.0599,WALK=-0.0378,WASH=-0.2891,OPEN=-0.3251,EAT=-0.3618,PLAY=-0.4165,GET=-0.5134
574,rand,4_2b_task3 20167-20617,PUT,n,n,,,,,,,,,,,,,,
575,spatial_unsup,4_2b_task3 20617-21067,GIVE,n,n,GIVE=0.7894,PUT=0.7249,TAKE=0.6953,WASH=0.6920,PICK=0.6777,GET=0.6767,EAT=0.6750,HOLD=0.6618,THROW=0.6507,GO=0.6507,OPEN=0.6327,WALK=0.6252,DROP=0.6237,PLAY=0.6219
576,cnn_unsup,4_2b_task3 20617-21067,GET,/,y,GET=0.9933,GO=0.9921,WASH=0.9913,PUT=0.9911,TAKE=0.9908,WALK=0.9907,PICK=0.9906,PLAY=0.9900,EAT=0.9897,THROW=0.9897,DROP=0.9850,GIVE=0.9830,HOLD=0.9823,OPEN=0.9722
577,spatial_sup,4_2b_task3 20617-21067,TAKE,n,y,TAKE=0.5170,PUT=0.4966,THROW=0.3140,GIVE=0.2247,EAT=0.0634,DROP=0.0480,HOLD=0.0019,GET=-0.0917,PLAY=-0.1140,WALK=-0.1423,GO=-0.3135,WASH=-0.3593,OPEN=-0.4733,PICK=-0.4888
578,cnn_sup,4_2b_task3 20617-21067,THROW,n,n,TAKE=0.5170,PUT=0.4966,THROW=0.3140,GIVE=0.2247,EAT=0.0634,DROP=0.0480,HOLD=0.0019,GET=-0.0917,PLAY=-0.1140,WALK=-0.1423,GO=-0.3135,WASH=-0.3593,OPEN=-0.4733,PICK=-0.4888
579,rand,4_2b_task3 20617-21067,WALK,y,y,,,,,,,,,,,,,,
580,spatial_unsup,4_2b_task3 21067-21517,GIVE,n,n,GIVE=0.8992,PUT=0.8646,TAKE=0.8427,WASH=0.8357,GET=0.8312,EAT=0.8302,PICK=0.8301,GO=0.8102,HOLD=0.8095,THROW=0.8067,OPEN=0.7988,PLAY=0.7891,DROP=0.7815,WALK=0.7771
581,cnn_unsup,4_2b_task3 21067-21517,GET,y,y,GET=0.9951,WASH=0.9941,GO=0.9941,WALK=0.9939,TAKE=0.9935,PUT=0.9932,PICK=0.9931,EAT=0.9928,PLAY=0.9911,THROW=0.9905,DROP=0.9876,HOLD=0.9844,GIVE=0.9814,OPEN=0.9732
582,spatial_sup,4_2b_task3 21067-21517,TAKE,y,y,TAKE=0.5469,GIVE=0.4149,PICK=0.3382,HOLD=0.3228,WASH=0.2016,THROW=0.1685,GO=0.0895,OPEN=0.0670,DROP=-0.0933,PLAY=-0.2716,PUT=-0.2728,GET=-0.2770,EAT=-0.3941,WALK=-0.4357
583,cnn_sup,4_2b_task3 21067-21517,EAT,n,n,TAKE=0.5469,GIVE=0.4149,PICK=0.3382,HOLD=0.3228,WASH=0.2016,THROW=0.1685,GO=0.0895,OPEN=0.0670,DROP=-0.0933,PLAY=-0.2716,PUT=-0.2728,GET=-0.2770,EAT=-0.3941,WALK=-0.4357
584,rand,4_2b_task3 21067-21517,WALK,y,y,,,,,,,,,,,,,,
585,spatial_unsup,4_2b_task3 21517-21967,GIVE,n,n,GIVE=0.5772,OPEN=0.5102,TAKE=0.5071,GET=0.4902,THROW=0.4752,WASH=0.4652,EAT=0.4650,PUT=0.4620,PICK=0.4418,HOLD=0.4370,GO=0.4126,WALK=0.4081,PLAY=0.3660,DROP=0.3508
586,cnn_unsup,4_2b_task3 21517-21967,GET,/,y,GET=0.9962,WALK=0.9950,GO=0.9941,PUT=0.9938,PLAY=0.9938,TAKE=0.9934,PICK=0.9933,WASH=0.9927,THROW=0.9923,EAT=0.9923,DROP=0.9881,HOLD=0.9851,GIVE=0.9845,OPEN=0.9757
587,spatial_sup,4_2b_task3 21517-21967,GIVE,n,n,GIVE=0.5812,PUT=0.4173,DROP=0.2391,TAKE=0.1943,GO=0.1855,HOLD=0.1763,EAT=0.1156,OPEN=0.0456,THROW=-0.0998,GET=-0.1690,PLAY=-0.1967,WASH=-0.2510,PICK=-0.4867,WALK=-0.5876
588,cnn_sup,4_2b_task3 21517-21967,PUT,n,n,GIVE=0.5812,PUT=0.4173,DROP=0.2391,TAKE=0.1943,GO=0.1855,HOLD=0.1763,EAT=0.1156,OPEN=0.0456,THROW=-0.0998,GET=-0.1690,PLAY=-0.1967,WASH=-0.2510,PICK=-0.4867,WALK=-0.5876
589,rand,4_2b_task3 21517-21967,TAKE,/,n,,,,,,,,,,,,,,
590,spatial_unsup,4_2b_task3 21967-22417,OPEN,n,n,OPEN=0.9591,GET=0.9410,THROW=0.9254,TAKE=0.9184,EAT=0.9091,GO=0.8921,PICK=0.8913,WALK=0.8906,PLAY=0.8893,HOLD=0.8737,PUT=0.8633,WASH=0.8583,DROP=0.8459,GIVE=0.7627
591,cnn_unsup,4_2b_task3 21967-22417,GET,y,y,GET=0.9913,WALK=0.9902,WASH=0.9901,GO=0.9883,PICK=0.9871,TAKE=0.9869,PUT=0.9864,EAT=0.9859,PLAY=0.9854,THROW=0.9824,DROP=0.9817,HOLD=0.9754,GIVE=0.9740,OPEN=0.9672
592,spatial_sup,4_2b_task3 21967-22417,GET,y,y,GET=0.4555,WASH=0.3766,PLAY=0.3624,TAKE=0.3556,THROW=0.3319,PICK=0.2052,WALK=0.0868,OPEN=0.0478,GO=-0.0609,HOLD=-0.2476,EAT=-0.3170,GIVE=-0.4156,DROP=-0.5843,PUT=-0.6368
