,model,clip,predicted,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
372,spatial_with_names_unsup,3_1b_task4 26737-27187,GIVE,GIVE=0.7215,PUT=0.6374,WASH=0.6265,DROP=0.6062,HOLD=0.5974,PICK=0.5844,GO=0.5684,WALK=0.5587,EAT=0.5569,PLAY=0.5492,TAKE=0.5446,THROW=0.5121,GET=0.4982,OPEN=0.4212
375,spatial_with_names_sup,3_1b_task4 26737-27187,PLAY,PLAY=0.7245,GIVE=0.3694,GO=0.1805,DROP=0.1569,PUT=0.1036,THROW=0.0828,OPEN=0.0528,WASH=-0.0927,PICK=-0.0971,WALK=-0.1261,EAT=-0.1618,GET=-0.4568,TAKE=-0.5080,HOLD=-0.6569
376,cnn_sup,3_1b_task4 26737-27187,PUT,PUT=0.7629,WALK=0.3894,THROW=0.2236,PICK=0.2039,PLAY=0.0042,TAKE=-0.0834,GIVE=-0.0849,EAT=-0.1051,HOLD=-0.1107,DROP=-0.1217,OPEN=-0.2027,GET=-0.2381,WASH=-0.3090,GO=-0.7246
373,cnn_unsup,3_1b_task4 26737-27187,THROW,THROW=0.9947,GIVE=0.9945,PLAY=0.9933,PUT=0.9917,OPEN=0.9915,EAT=0.9912,GO=0.9907,TAKE=0.9905,PICK=0.9898,DROP=0.9897,HOLD=0.9896,GET=0.9861,WASH=0.9837,WALK=0.9820
377,rand,3_1b_task4 26737-27187,THROW,,,,,,,,,,,,,,
379,spatial_with_names_unsup,3_1b_task4 27187-27637,OPEN,OPEN=0.9498,GET=0.9397,TAKE=0.9248,EAT=0.9231,PUT=0.9035,PLAY=0.9030,PICK=0.9027,THROW=0.8990,GO=0.8934,WASH=0.8713,HOLD=0.8660,WALK=0.8624,DROP=0.8444,GIVE=0.8377
382,spatial_with_names_sup,3_1b_task4 27187-27637,TAKE,TAKE=0.7540,PICK=0.6467,HOLD=0.3561,GET=0.3548,WALK=0.1915,WASH=0.1765,THROW=0.1012,PLAY=-0.0158,DROP=-0.0715,OPEN=-0.1060,EAT=-0.2418,GO=-0.3543,GIVE=-0.4966,PUT=-0.6683
384,rand,3_1b_task4 27187-27637,WALK,,,,,,,,,,,,,,
383,cnn_sup,3_1b_task4 27187-27637,HOLD,HOLD=0.5588,GO=0.4609,WASH=0.3022,EAT=0.2723,GIVE=0.2075,OPEN=0.1951,WALK=0.1168,GET=0.0608,DROP=-0.0324,TAKE=-0.1782,PLAY=-0.2121,PUT=-0.2494,PICK=-0.4400,THROW=-0.4807
381,spatial_sup,3_1b_task4 27187-27637,TAKE,TAKE=0.7238,WASH=0.4411,PICK=0.4336,GET=0.4307,HOLD=0.2534,THROW=0.1297,OPEN=0.0963,WALK=0.0923,DROP=0.0689,PLAY=-0.0038,EAT=-0.1959,GIVE=-0.3278,GO=-0.4848,PUT=-0.6968
378,spatial_unsup,3_1b_task4 27187-27637,OPEN,OPEN=0.9498,GET=0.9397,TAKE=0.9248,EAT=0.9231,PUT=0.9035,PLAY=0.9030,PICK=0.9027,THROW=0.8990,GO=0.8934,WASH=0.8713,HOLD=0.8660,WALK=0.8625,DROP=0.8444,GIVE=0.8377
380,cnn_unsup,3_1b_task4 27187-27637,OPEN,OPEN=0.9941,GIVE=0.9936,THROW=0.9926,PLAY=0.9913,HOLD=0.9902,DROP=0.9895,EAT=0.9893,TAKE=0.9890,PUT=0.9889,GO=0.9888,PICK=0.9877,GET=0.9805,WASH=0.9770,WALK=0.9769
389,spatial_with_names_sup,3_1b_task4 27637-28087,DROP,DROP=0.6118,TAKE=0.5108,THROW=0.3344,HOLD=0.2984,GIVE=0.1475,GO=0.0387,PICK=0.0171,GET=-0.0303,WASH=-0.0466,OPEN=-0.1121,PUT=-0.1568,EAT=-0.1798,WALK=-0.2896,PLAY=-0.4238
388,spatial_sup,3_1b_task4 27637-28087,DROP,DROP=0.5182,TAKE=0.4282,THROW=0.3493,HOLD=0.3076,GIVE=0.1827,WASH=0.1409,GET=0.0302,OPEN=0.0063,GO=-0.0815,PICK=-0.1147,PUT=-0.1281,EAT=-0.1742,WALK=-0.2613,PLAY=-0.3974
390,cnn_sup,3_1b_task4 27637-28087,DROP,DROP=0.5615,THROW=0.4896,TAKE=0.4018,GO=0.2440,OPEN=0.0879,HOLD=0.0005,PICK=-0.0557,PLAY=-0.0645,WASH=-0.0872,WALK=-0.1466,GET=-0.2135,GIVE=-0.2597,PUT=-0.3204,EAT=-0.4860
385,spatial_unsup,3_1b_task4 27637-28087,WASH,WASH=0.9943,HOLD=0.9913,THROW=0.9834,PICK=0.9830,GO=0.9815,WALK=0.9810,PUT=0.9802,DROP=0.9772,TAKE=0.9770,EAT=0.9757,GIVE=0.9713,GET=0.9640,PLAY=0.9558,OPEN=0.9392
386,spatial_with_names_unsup,3_1b_task4 27637-28087,WASH,WASH=0.9943,HOLD=0.9913,THROW=0.9834,PICK=0.9830,GO=0.9815,WALK=0.9810,PUT=0.9802,DROP=0.9772,TAKE=0.9770,EAT=0.9757,GIVE=0.9713,GET=0.9640,PLAY=0.9558,OPEN=0.9392
391,rand,3_1b_task4 27637-28087,GIVE,,,,,,,,,,,,,,
387,cnn_unsup,3_1b_task4 27637-28087,THROW,THROW=0.9925,PLAY=0.9904,GIVE=0.9903,PUT=0.9882,EAT=0.9879,HOLD=0.9874,TAKE=0.9874,OPEN=0.9871,GO=0.9871,PICK=0.9856,DROP=0.9852,GET=0.9805,WALK=0.9773,WASH=0.9768
392,spatial_unsup,3_1b_task4 28087-28537,OPEN,OPEN=0.9648,GET=0.9596,EAT=0.9460,TAKE=0.9419,PLAY=0.9401,PICK=0.9312,GO=0.9282,PUT=0.9274,THROW=0.9259,WASH=0.8984,HOLD=0.8958,WALK=0.8940,DROP=0.8884,GIVE=0.8462
393,spatial_with_names_unsup,3_1b_task4 28087-28537,OPEN,OPEN=0.9648,GET=0.9596,EAT=0.9460,TAKE=0.9419,PLAY=0.9401,PICK=0.9312,GO=0.9282,PUT=0.9274,THROW=0.9259,WASH=0.8984,HOLD=0.8958,WALK=0.8940,DROP=0.8884,GIVE=0.8462
396,spatial_with_names_sup,3_1b_task4 28087-28537,GO,GO=0.5521,GIVE=0.2821,PLAY=0.2536,PUT=0.1604,EAT=0.0715,OPEN=0.0019,THROW=-0.0118,HOLD=-0.0196,TAKE=-0.0245,GET=-0.1391,DROP=-0.2729,PICK=-0.3689,WALK=-0.4364,WASH=-0.6642
397,cnn_sup,3_1b_task4 28087-28537,PUT,PUT=0.6700,TAKE=0.4145,DROP=0.2947,EAT=0.1103,GIVE=0.0435,WALK=0.0321,GET=-0.0240,PLAY=-0.0561,OPEN=-0.0668,WASH=-0.0799,THROW=-0.1719,HOLD=-0.2198,GO=-0.2374,PICK=-0.6515
395,spatial_sup,3_1b_task4 28087-28537,GO,GO=0.5643,OPEN=0.5145,EAT=0.4714,GIVE=0.2964,PUT=0.1649,HOLD=0.1277,THROW=0.0398,GET=-0.0750,DROP=-0.0817,PLAY=-0.1533,TAKE=-0.1592,PICK=-0.4185,WASH=-0.5888,WALK=-0.6361
398,rand,3_1b_task4 28087-28537,GO,,,,,,,,,,,,,,
394,cnn_unsup,3_1b_task4 28087-28537,HOLD,HOLD=0.9868,OPEN=0.9861,GIVE=0.9855,EAT=0.9841,THROW=0.9839,PLAY=0.9830,GO=0.9827,TAKE=0.9824,PUT=0.9818,DROP=0.9815,PICK=0.9796,GET=0.9729,WASH=0.9722,WALK=0.9687
400,spatial_with_names_unsup,3_1b_task4 28537-28987,HOLD,HOLD=0.9442,WASH=0.9432,GIVE=0.9413,WALK=0.9389,TAKE=0.9317,THROW=0.9315,PICK=0.9180,PUT=0.9163,EAT=0.9157,GO=0.9056,GET=0.9048,DROP=0.8953,OPEN=0.8820,PLAY=0.8635
402,spatial_sup,3_1b_task4 28537-28987,WASH,WASH=0.8162,HOLD=0.5627,TAKE=0.3700,PICK=0.1886,GIVE=0.1804,OPEN=0.1732,EAT=0.0995,GO=0.0903,DROP=-0.0878,GET=-0.1238,THROW=-0.2203,WALK=-0.2629,PUT=-0.3933,PLAY=-0.4762
404,cnn_sup,3_1b_task4 28537-28987,PUT,PUT=0.7644,GIVE=0.7523,GO=-0.0007,GET=-0.0223,PLAY=-0.0724,EAT=-0.0729,WALK=-0.1183,WASH=-0.1501,PICK=-0.1597,HOLD=-0.1896,TAKE=-0.2094,OPEN=-0.2852,THROW=-0.4086,DROP=-0.4485
401,cnn_unsup,3_1b_task4 28537-28987,OPEN,OPEN=0.9931,HOLD=0.9912,GIVE=0.9899,DROP=0.9878,EAT=0.9874,GO=0.9867,THROW=0.9866,TAKE=0.9865,PLAY=0.9862,PUT=0.9851,PICK=0.9843,GET=0.9757,WASH=0.9744,WALK=0.9709
399,spatial_unsup,3_1b_task4 28537-28987,HOLD,HOLD=0.9442,WASH=0.9432,GIVE=0.9413,WALK=0.9389,TAKE=0.9317,THROW=0.9315,PICK=0.9180,PUT=0.9163,EAT=0.9157,GO=0.9056,GET=0.9048,DROP=0.8953,OPEN=0.8820,PLAY=0.8635
405,rand,3_1b_task4 28537-28987,THROW,,,,,,,,,,,,,,
403,spatial_with_names_sup,3_1b_task4 28537-28987,GIVE,GIVE=0.5071,PICK=0.3952,WASH=0.2909,HOLD=0.2503,GO=0.1603,TAKE=0.1425,PLAY=0.0957,OPEN=0.0557,GET=0.0299,EAT=-0.0912,PUT=-0.2679,THROW=-0.3117,DROP=-0.4110,WALK=-0.6517
412,rand,3_1b_task4 28987-29437,OPEN,,,,,,,,,,,,,,
410,spatial_with_names_sup,3_1b_task4 28987-29437,GO,GO=0.5301,PLAY=0.4608,DROP=0.2895,GIVE=0.2068,THROW=0.0971,TAKE=0.0130,PUT=-0.0072,GET=-0.1258,OPEN=-0.1430,HOLD=-0.1984,EAT=-0.2103,WALK=-0.2945,PICK=-0.3427,WASH=-0.6139
406,spatial_unsup,3_1b_task4 28987-29437,OPEN,OPEN=0.9228,GET=0.9183,PLAY=0.9163,EAT=0.8975,GO=0.8956,THROW=0.8902,PICK=0.8873,TAKE=0.8871,PUT=0.8687,DROP=0.8639,WALK=0.8631,HOLD=0.8514,WASH=0.8412,GIVE=0.7346
411,cnn_sup,3_1b_task4 28987-29437,PUT,PUT=0.7213,THROW=0.3725,WALK=0.1543,TAKE=0.1174,GET=0.0900,EAT=0.0866,PLAY=0.0556,GIVE=-0.0268,DROP=-0.0395,WASH=-0.1318,PICK=-0.2717,HOLD=-0.3449,OPEN=-0.4216,GO=-0.5698
409,spatial_sup,3_1b_task4 28987-29437,GET,GET=0.4459,GO=0.3950,PLAY=0.3294,OPEN=0.2958,THROW=0.2373,TAKE=0.0581,GIVE=-0.0695,EAT=-0.1070,PUT=-0.1589,DROP=-0.1875,HOLD=-0.2769,WASH=-0.2805,WALK=-0.3779,PICK=-0.4354
408,cnn_unsup,3_1b_task4 28987-29437,OPEN,OPEN=0.9914,GIVE=0.9911,HOLD=0.9887,THROW=0.9862,DROP=0.9860,PLAY=0.9855,GO=0.9852,EAT=0.9851,TAKE=0.9847,PUT=0.9838,PICK=0.9832,GET=0.9757,WASH=0.9734,WALK=0.9710
407,spatial_with_names_unsup,3_1b_task4 28987-29437,OPEN,OPEN=0.9228,GET=0.9184,PLAY=0.9163,EAT=0.8975,GO=0.8956,THROW=0.8902,PICK=0.8873,TAKE=0.8871,PUT=0.8687,DROP=0.8639,WALK=0.8631,HOLD=0.8514,WASH=0.8412,GIVE=0.7346
419,rand,3_1b_task4 29437-29887,OPEN,,,,,,,,,,,,,,
413,spatial_unsup,3_1b_task4 29437-29887,OPEN,OPEN=0.7943,GET=0.7638,TAKE=0.7362,EAT=0.7261,PLAY=0.6953,THROW=0.6946,PUT=0.6898,PICK=0.6894,GO=0.6728,WALK=0.6450,WASH=0.6387,HOLD=0.6380,GIVE=0.6016,DROP=0.5986
416,spatial_sup,3_1b_task4 29437-29887,OPEN,OPEN=0.5426,EAT=0.4253,GET=0.3479,PICK=0.1905,HOLD=0.0832,GIVE=0.0507,PLAY=0.0314,PUT=0.0006,GO=-0.0129,TAKE=-0.0967,DROP=-0.3220,WALK=-0.3287,THROW=-0.3394,WASH=-0.4371
417,spatial_with_names_sup,3_1b_task4 29437-29887,PLAY,PLAY=0.4066,GIVE=0.3632,GO=0.2625,PUT=0.2525,HOLD=0.1159,TAKE=0.0718,DROP=0.0632,PICK=-0.0871,OPEN=-0.1401,GET=-0.1536,EAT=-0.1997,WALK=-0.2300,THROW=-0.3403,WASH=-0.6830
414,spatial_with_names_unsup,3_1b_task4 29437-29887,OPEN,OPEN=0.7943,GET=0.7638,TAKE=0.7362,EAT=0.7261,PLAY=0.6953,THROW=0.6946,PUT=0.6898,PICK=0.6894,GO=0.6728,WALK=0.6450,WASH=0.6387,HOLD=0.6380,GIVE=0.6016,DROP=0.5986
418,cnn_sup,3_1b_task4 29437-29887,THROW,THROW=0.3459,GIVE=0.2865,DROP=0.2661,PUT=0.2405,GO=0.2381,PLAY=0.0571,TAKE=0.0147,HOLD=0.0146,PICK=-0.0688,WALK=-0.1633,WASH=-0.1689,OPEN=-0.2958,GET=-0.3121,EAT=-0.7392
415,cnn_unsup,3_1b_task4 29437-29887,OPEN,OPEN=0.9983,GIVE=0.9968,HOLD=0.9953,DROP=0.9944,THROW=0.9926,PLAY=0.9920,TAKE=0.9920,EAT=0.9919,GO=0.9917,PICK=0.9917,PUT=0.9916,GET=0.9848,WASH=0.9827,WALK=0.9798
422,cnn_unsup,3_1b_task4 29887-30337,GIVE,GIVE=0.9969,OPEN=0.9962,THROW=0.9952,DROP=0.9929,PLAY=0.9927,HOLD=0.9923,PUT=0.9922,EAT=0.9919,TAKE=0.9918,PICK=0.9915,GO=0.9915,GET=0.9848,WASH=0.9828,WALK=0.9796
425,cnn_sup,3_1b_task4 29887-30337,GO,GO=0.6238,EAT=0.5209,GIVE=0.3293,OPEN=0.2042,GET=0.1689,WASH=0.0798,TAKE=0.0101,DROP=-0.0700,WALK=-0.1342,HOLD=-0.1568,THROW=-0.1882,PUT=-0.2289,PLAY=-0.2552,PICK=-0.6749
420,spatial_unsup,3_1b_task4 29887-30337,WASH,WASH=0.9114,HOLD=0.9097,DROP=0.9044,GIVE=0.9019,WALK=0.8960,GO=0.8772,PICK=0.8744,THROW=0.8732,PUT=0.8731,TAKE=0.8492,EAT=0.8487,PLAY=0.8333,GET=0.8196,OPEN=0.7710
424,spatial_with_names_sup,3_1b_task4 29887-30337,GIVE,GIVE=0.8014,PUT=0.4994,GO=0.3488,DROP=0.2663,HOLD=0.0397,THROW=-0.0302,PICK=-0.0568,PLAY=-0.1134,OPEN=-0.1773,TAKE=-0.1923,WASH=-0.3216,EAT=-0.3712,WALK=-0.4126,GET=-0.4149
426,rand,3_1b_task4 29887-30337,OPEN,,,,,,,,,,,,,,
423,spatial_sup,3_1b_task4 29887-30337,GIVE,GIVE=0.4190,PUT=0.3509,GO=0.2315,HOLD=0.1229,THROW=0.0924,WASH=0.0874,TAKE=0.0865,PICK=-0.1002,GET=-0.2454,DROP=-0.2510,WALK=-0.2579,OPEN=-0.2987,EAT=-0.3267,PLAY=-0.4200
421,spatial_with_names_unsup,3_1b_task4 29887-30337,WASH,WASH=0.9114,HOLD=0.9097,DROP=0.9044,GIVE=0.9019,WALK=0.8960,GO=0.8772,PICK=0.8744,THROW=0.8732,PUT=0.8731,TAKE=0.8492,EAT=0.8487,PLAY=0.8333,GET=0.8196,OPEN=0.7710
433,rand,3_1b_task4 30337-30787,WALK,,,,,,,,,,,,,,
429,cnn_unsup,3_1b_task4 30337-30787,THROW,THROW=0.9967,GIVE=0.9954,PLAY=0.9948,PUT=0.9925,OPEN=0.9922,PICK=0.9917,DROP=0.9914,TAKE=0.9912,GO=0.9905,EAT=0.9903,HOLD=0.9885,GET=0.9873,WALK=0.9839,WASH=0.9817
428,spatial_with_names_unsup,3_1b_task4 30337-30787,DROP,DROP=0.9635,PLAY=0.9534,WALK=0.9430,GO=0.9421,HOLD=0.9295,PICK=0.9293,PUT=0.9171,EAT=0.9140,WASH=0.9132,THROW=0.9051,GET=0.8912,TAKE=0.8884,OPEN=0.8509,GIVE=0.8025
430,spatial_sup,3_1b_task4 30337-30787,GO,GO=0.5291,WASH=0.3682,EAT=0.2122,PUT=0.1875,DROP=0.0559,WALK=0.0501,PLAY=0.0495,HOLD=0.0457,GIVE=0.0166,OPEN=-0.1133,GET=-0.2604,TAKE=-0.3035,THROW=-0.4492,PICK=-0.5944
431,spatial_with_names_sup,3_1b_task4 30337-30787,OPEN,OPEN=0.9697,PLAY=0.1518,GIVE=0.1478,EAT=0.1196,GO=0.1123,DROP=0.1121,HOLD=0.0743,WASH=0.0009,GET=-0.0252,PUT=-0.0372,THROW=-0.0813,PICK=-0.1892,WALK=-0.3134,TAKE=-0.3660
427,spatial_unsup,3_1b_task4 30337-30787,DROP,DROP=0.9635,PLAY=0.9534,WALK=0.9430,GO=0.9421,HOLD=0.9295,PICK=0.9293,PUT=0.9171,EAT=0.9140,WASH=0.9132,THROW=0.9051,GET=0.8912,TAKE=0.8884,OPEN=0.8509,GIVE=0.8025
432,cnn_sup,3_1b_task4 30337-30787,WALK,WALK=0.5635,PUT=0.3670,WASH=0.2889,PLAY=0.2565,PICK=0.1989,DROP=0.1032,THROW=0.0049,HOLD=-0.0996,TAKE=-0.1043,GET=-0.1822,EAT=-0.2272,GIVE=-0.3593,GO=-0.4812,OPEN=-0.6336
439,cnn_sup,3_1b_task4 30787-31237,PICK,PICK=0.5667,EAT=0.3043,WALK=0.3000,THROW=0.2782,HOLD=0.1331,WASH=0.1082,PLAY=0.0528,TAKE=-0.0009,GET=-0.0156,DROP=-0.0360,GO=-0.3290,OPEN=-0.4052,PUT=-0.5484,GIVE=-0.5620
434,spatial_unsup,3_1b_task4 30787-31237,GIVE,GIVE=0.9081,WASH=0.8577,THROW=0.8456,HOLD=0.8428,TAKE=0.8315,WALK=0.8151,PICK=0.8132,PUT=0.8129,GO=0.8046,EAT=0.8041,GET=0.8029,DROP=0.7927,OPEN=0.7863,PLAY=0.7376
438,spatial_with_names_sup,3_1b_task4 30787-31237,GIVE,GIVE=0.5149,EAT=0.5078,GO=0.1981,WASH=0.1757,OPEN=0.1053,PLAY=0.1026,PICK=-0.0230,TAKE=-0.0632,HOLD=-0.0665,THROW=-0.0828,PUT=-0.0865,DROP=-0.3126,GET=-0.5243,WALK=-0.6913
437,spatial_sup,3_1b_task4 30787-31237,GIVE,GIVE=0.4771,WASH=0.4206,EAT=0.2310,THROW=0.1877,GO=0.1876,TAKE=0.1704,PUT=0.0642,PLAY=0.0330,HOLD=-0.0369,OPEN=-0.0370,DROP=-0.0922,WALK=-0.4408,GET=-0.4515,PICK=-0.4684
435,spatial_with_names_unsup,3_1b_task4 30787-31237,GIVE,GIVE=0.9081,WASH=0.8577,THROW=0.8456,HOLD=0.8428,TAKE=0.8315,WALK=0.8151,PICK=0.8132,PUT=0.8129,GO=0.8046,EAT=0.8041,GET=0.8029,DROP=0.7927,OPEN=0.7863,PLAY=0.7376
440,rand,3_1b_task4 30787-31237,HOLD,,,,,,,,,,,,,,
436,cnn_unsup,3_1b_task4 30787-31237,THROW,THROW=0.9946,PLAY=0.9925,GIVE=0.9922,PUT=0.9913,EAT=0.9891,PICK=0.9890,TAKE=0.9889,GO=0.9884,DROP=0.9883,HOLD=0.9869,GET=0.9865,OPEN=0.9859,WALK=0.9827,WASH=0.9818
442,spatial_with_names_unsup,3_1b_task4 31237-31687,GIVE,GIVE=0.9104,WASH=0.8944,HOLD=0.8943,WALK=0.8876,TAKE=0.8851,THROW=0.8832,PICK=0.8614,EAT=0.8610,PUT=0.8609,GET=0.8530,GO=0.8446,OPEN=0.8330,DROP=0.8301,PLAY=0.7928
446,cnn_sup,3_1b_task4 31237-31687,PUT,PUT=0.7076,WALK=0.3930,EAT=0.2249,GET=0.2024,WASH=0.1952,GIVE=0.0271,TAKE=0.0055,THROW=-0.0472,PLAY=-0.1157,OPEN=-0.2833,DROP=-0.3074,PICK=-0.3122,GO=-0.4305,HOLD=-0.4716
444,spatial_sup,3_1b_task4 31237-31687,HOLD,HOLD=0.6269,WASH=0.5530,DROP=0.4654,GO=0.3774,OPEN=0.3105,TAKE=0.1803,GIVE=0.1361,EAT=0.1305,PICK=-0.0982,GET=-0.1538,WALK=-0.2536,PUT=-0.3257,PLAY=-0.3758,THROW=-0.4671
447,rand,3_1b_task4 31237-31687,PUT,,,,,,,,,,,,,,
441,spatial_unsup,3_1b_task4 31237-31687,GIVE,GIVE=0.9104,WASH=0.8944,HOLD=0.8943,WALK=0.8876,TAKE=0.8851,THROW=0.8832,PICK=0.8614,EAT=0.8610,PUT=0.8609,GET=0.8530,GO=0.8446,OPEN=0.8330,DROP=0.8301,PLAY=0.7928
445,spatial_with_names_sup,3_1b_task4 31237-31687,OPEN,OPEN=0.9455,DROP=0.3711,HOLD=0.3386,EAT=0.1179,GO=0.1133,WASH=0.1024,GIVE=0.0842,GET=-0.0095,PLAY=-0.0603,PICK=-0.0740,THROW=-0.1367,TAKE=-0.1603,PUT=-0.2159,WALK=-0.3386
443,cnn_unsup,3_1b_task4 31237-31687,HOLD,HOLD=0.9846,GIVE=0.9832,EAT=0.9811,OPEN=0.9811,DROP=0.9810,THROW=0.9803,TAKE=0.9795,GO=0.9794,PUT=0.9792,PICK=0.9773,PLAY=0.9759,WASH=0.9686,GET=0.9675,WALK=0.9611
453,cnn_sup,3_1b_task5 32009-32459,GO,GO=0.5901,THROW=0.3530,GIVE=0.2843,OPEN=0.1864,PICK=0.1199,DROP=0.0943,WALK=-0.1046,TAKE=-0.1202,PLAY=-0.1800,PUT=-0.2351,HOLD=-0.2720,EAT=-0.2927,WASH=-0.4619,GET=-0.4976
449,spatial_with_names_unsup,3_1b_task5 32009-32459,THROW,THROW=0.0086,GIVE=0.0067,PUT=0.0062,EAT=0.0062,PLAY=0.0059,WALK=0.0051,GO=0.0047,TAKE=0.0041,WASH=0.0039,GET=0.0037,PICK=0.0036,DROP=0.0035,OPEN=0.0034,HOLD=0.0021
454,rand,3_1b_task5 32009-32459,WALK,,,,,,,,,,,,,,
451,spatial_sup,3_1b_task5 32009-32459,HOLD,HOLD=0.4510,EAT=0.3920,OPEN=0.3492,PUT=0.3145,GO=0.2544,DROP=0.2312,GET=0.1668,GIVE=0.1653,PICK=-0.1067,WASH=-0.1718,WALK=-0.2305,TAKE=-0.3335,PLAY=-0.4863,THROW=-0.6805
448,spatial_unsup,3_1b_task5 32009-32459,THROW,THROW=0.0085,GIVE=0.0067,PLAY=0.0062,PUT=0.0061,EAT=0.0052,WALK=0.0046,GO=0.0044,GET=0.0041,TAKE=0.0038,WASH=0.0038,OPEN=0.0034,PICK=0.0034,DROP=0.0034,HOLD=0.0021
452,spatial_with_names_sup,3_1b_task5 32009-32459,HOLD,HOLD=0.5794,GO=0.3650,GIVE=0.2758,PUT=0.2538,WASH=0.1976,GET=0.1056,PICK=0.0542,DROP=0.0507,WALK=-0.0641,EAT=-0.0729,TAKE=-0.2191,OPEN=-0.2360,THROW=-0.6136,PLAY=-0.6359
450,cnn_unsup,3_1b_task5 32009-32459,THROW,THROW=0.9783,GIVE=0.9776,PLAY=0.9772,EAT=0.9772,HOLD=0.9766,GO=0.9759,PUT=0.9755,TAKE=0.9748,OPEN=0.9737,DROP=0.9718,PICK=0.9718,GET=0.9678,WASH=0.9670,WALK=0.9643
461,rand,3_1b_task5 32459-32909,PLAY,,,,,,,,,,,,,,
458,spatial_sup,3_1b_task5 32459-32909,EAT,EAT=0.6404,HOLD=0.5542,OPEN=0.4586,WASH=0.3507,GET=0.2547,DROP=0.1076,GO=0.0726,GIVE=-0.0323,PICK=-0.0380,TAKE=-0.0632,PUT=-0.1100,WALK=-0.1704,PLAY=-0.3835,THROW=-0.7229
457,cnn_unsup,3_1b_task5 32459-32909,GIVE,GIVE=0.9715,HOLD=0.9709,EAT=0.9702,THROW=0.9696,GO=0.9687,PLAY=0.9679,PUT=0.9678,TAKE=0.9672,OPEN=0.9662,DROP=0.9651,PICK=0.9641,WASH=0.9603,GET=0.9594,WALK=0.9555
460,cnn_sup,3_1b_task5 32459-32909,THROW,THROW=0.7927,PUT=0.2256,WALK=0.1528,PLAY=0.1198,GIVE=0.0765,OPEN=0.0337,GO=-0.0365,EAT=-0.0706,DROP=-0.0720,PICK=-0.0777,GET=-0.1503,HOLD=-0.1951,WASH=-0.3632,TAKE=-0.4643
455,spatial_unsup,3_1b_task5 32459-32909,THROW,THROW=0.0082,GIVE=0.0070,PLAY=0.0057,PUT=0.0057,EAT=0.0049,GO=0.0041,WALK=0.0041,GET=0.0037,TAKE=0.0036,WASH=0.0034,OPEN=0.0033,PICK=0.0032,DROP=0.0032,HOLD=0.0021
456,spatial_with_names_unsup,3_1b_task5 32459-32909,THROW,THROW=0.0083,GIVE=0.0069,PUT=0.0058,EAT=0.0058,PLAY=0.0055,WALK=0.0045,GO=0.0044,TAKE=0.0039,WASH=0.0034,PICK=0.0034,DROP=0.0033,OPEN=0.0033,GET=0.0032,HOLD=0.0021
459,spatial_with_names_sup,3_1b_task5 32459-32909,HOLD,HOLD=0.6980,WASH=0.3111,GO=0.2846,PICK=0.2248,EAT=0.1480,GET=0.1252,GIVE=0.0745,TAKE=-0.0373,PUT=-0.0526,WALK=-0.0579,DROP=-0.0990,OPEN=-0.2313,PLAY=-0.4913,THROW=-0.8122
465,spatial_sup,3_1b_task5 32909-33359,OPEN,OPEN=0.5482,GO=0.5348,EAT=0.3619,WASH=0.3504,HOLD=0.3380,GIVE=0.2492,DROP=0.1272,GET=0.0699,PUT=0.0097,PICK=-0.1455,PLAY=-0.2927,WALK=-0.3713,TAKE=-0.4795,THROW=-0.7150
462,spatial_unsup,3_1b_task5 32909-33359,THROW,THROW=0.0083,GIVE=0.0064,PUT=0.0060,PLAY=0.0059,EAT=0.0051,WALK=0.0046,GO=0.0042,GET=0.0041,TAKE=0.0037,WASH=0.0037,OPEN=0.0033,PICK=0.0032,DROP=0.0031,HOLD=0.0019
468,rand,3_1b_task5 32909-33359,TAKE,,,,,,,,,,,,,,
463,spatial_with_names_unsup,3_1b_task5 32909-33359,THROW,THROW=0.0084,GIVE=0.0064,PUT=0.0061,EAT=0.0060,PLAY=0.0057,WALK=0.0051,GO=0.0045,TAKE=0.0040,WASH=0.0038,GET=0.0036,PICK=0.0034,OPEN=0.0033,DROP=0.0032,HOLD=0.0020
464,cnn_unsup,3_1b_task5 32909-33359,OPEN,OPEN=0.9785,HOLD=0.9780,THROW=0.9773,GIVE=0.9773,EAT=0.9769,PLAY=0.9766,GO=0.9751,TAKE=0.9745,PUT=0.9743,DROP=0.9726,PICK=0.9711,GET=0.9648,WASH=0.9643,WALK=0.9607
467,cnn_sup,3_1b_task5 32909-33359,GO,GO=0.8153,DROP=0.3813,OPEN=0.2130,TAKE=0.1648,WASH=0.1063,GIVE=0.0999,THROW=0.0678,EAT=0.0064,GET=-0.0152,PLAY=-0.0807,HOLD=-0.1036,WALK=-0.2614,PUT=-0.5239,PICK=-0.5437
466,spatial_with_names_sup,3_1b_task5 32909-33359,GO,GO=0.5225,HOLD=0.4501,WASH=0.3901,GIVE=0.2938,EAT=0.2072,PICK=0.0415,GET=0.0265,PUT=0.0011,OPEN=-0.1509,DROP=-0.2571,TAKE=-0.3062,WALK=-0.3071,PLAY=-0.4380,THROW=-0.6629
475,rand,3_1b_task5 33359-33809,OPEN,,,,,,,,,,,,,,
